,X,SubjectIdentification,FirstName,LastName,SocialSecurityNumber,Sex,BirthDate,Race,Ethnicity,EyeColorText,RegisteredSexOffender,IncidentDate,IncidentID,IncidentStreet,IncidentCity,OffenseLocalStatute,OffenseLocalText,ArrestingOfficerBadgeID,ArrOfficerFirstName,ArrOfficerLastName,ArrestNumber,ArrestDate,ReleaseDate,WarrantType,ArrestingAgencyName,ArrestCategory,WeaponPresent,DrugsPresent,ChargeID,ChargeLevel,ChargeLevelState,ReleaseOfficerBadgeID,RelOfficerFirstName,RelOfficerLastName,TranspOfficerBadgeID,TranspOfficerFirstName,TranspOfficerLastName,SentenceID,ConvictionResults,SentenceTermDays,SentenceDurationYrs,AgeAtBooking,BookingID
1221,1221,a572446a-effa-49cf-907f-cd8483b05b65,Shannon,West,766-33-0770,F,10/18/73,,,brown,,4/24/16,2016-15196,4400 MAIN DR,Anytown,"714.15(1)(a), 714.2(5)","Theft 5th Deg -- Rpr Snd Rec, Trnsfr <$200",2835,ZACH,BONNEMA,20-01222,4/24/16,4/30/16, ,Anytown Police Dept.,On-View,,1,72327,M,Simple Misdemeanor,6635,SCOTT,FINK,3416,WILLIAM,FORTMANN,55720,sentenced,10,,53,93594
1222,1222,eacfeb61-8f31-4d12-925d-caaabf65a6a6,Stacey,Phillips,778-29-5879,F,11/17/89,white,nonhispanic,brown,,3/16/13,2013-98200,1707 BROADWAY ,Anytown,724.30(2),RECKLESS USE OF A FIREARM WITH BODILY INJURY (FELD,6558,DEMETRIUS,BUSZKA,20-01223,3/18/13,3/22/13, ,Any County Sheriff,Summoned-Cited,,1,75462,F,Felony D,6312,DORAN,KELLY,8087,D.J.,SCHMIDT,71174,sentenced,,5,35,23797
1223,1223,f089e165-beec-451c-9fa3-af590a02305d,Valerie,Guerrero,623-23-2068,F,12/26/51,asian,nonhispanic,brown,0,10/18/14,2014-87845,2151 ROYAL AVE,Anytown,321.285,Speeding,1362,JIM,GLEASON,20-01224,10/21/14,10/23/14, ,Anytown Police Dept.,On-View,,0,82911,M,Simple Misdemeanor,8719,MATT,HUGGAR,3926,SCOTT,MOSES,72381,,10,,59,19589
1224,1224,cb60ce7f-5a31-40e4-9ab3-204004e4b71c,Mary,Gutierrez,,F,10/10/50,white,nonhispanic,brown,,3/20/13,2013-81486,2151 ROYAL AVE,Anytown,709.4(2)(A),SEXUAL ABUSE 3RD DEGREE-VICT MENTAL DEFECT,8207,JOE,SMITH,20-01225,3/22/13,3/28/13, ,Anytown Police Dept.,Taken into custody,,0,56984,F,Felony C,1209,JESSICA,HAMM,3951,TYLER,HARTMAN,99950,sentenced,,5,55,31152
1225,1225,de9c01ef-33c2-4ae6-87ad-3809a5adf428,Paul,Moody,685-60-0061,M,1/23/60,white,nonhispanic,brown,,12/15/15,2015-30991,105 BROADWAY ,Anytown,706A.2(1),ONGOING CRIMINAL CONDUCT - INFLUENCE ENTERPRISE (F,2137,DANIEL,REINHARD,20-01226,12/16/15,12/22/15, ,Any County Sheriff,Taken into custody,,0,83827,F,Felony B,6391,LUKE,GIBNEY,6583,BRIAN,CLUBB,42832,sentenced,,5,49,77354
1226,1226,883bdd63-59d6-41c6-9f60-c1472ed25508,Mario,Gardner,717-81-1702,M,11/21/97,white,,blue,,7/31/16,2016-15579,4400 MAIN DR,Anytown,717B.3(3) (SMMS),ANIMAL NEGLECT (SMMS),8885,ABE,HAYDEN,20-01227,8/2/16,8/9/16, ,Any County Sheriff,Summoned-Cited,,0,81497,M,Simple Misdemeanor,8882,DAN,STUCKEY,9352,CHRIS,HUMRICHOUSE,14159,sentenced,10,,61,32755
1227,1227,59cb3636-d80b-4d31-a14a-38ae2c2b3378,Christopher,Stevenson,012-15-0862,M,6/17/75,white,nonhispanic,brown,,3/3/14,2014-10922,2101 BROADWAY ,Anytown,236.11,Violation of No Contact Order,6535,ROSS,KAHLER,20-01228,3/3/14,3/8/14, ,Any County Sheriff,On-View,,1,24690,F,Felony D,7977,ADAM,MARLOWE,2511,JUAN,WERLING,28022,sentenced,,4,35,63619
1228,1228,4061ade1-ebc0-4d41-ad0c-481bba0cdc03,Joel,Rivera,150-91-6055,M,6/1/88,asian,nonhispanic,blue,1,9/17/14,2014-22443,2501 BROADWAY ,Anytown,"714.1(10), 714.2(2)","Theft 2nd Deg -- Other Means > $1,000 < $10,000",9507,DANIEL,GIBNEY,20-01229,9/20/14,9/24/14, ,Anytown Police Dept.,Taken into custody,,0,34589,F,Felony D,9499,SHAWN,BROLL,8398,VIRGINIA,VALE,58383,sentenced,,4,42,60257
1229,1229,023a4c69-507d-46a1-833e-ffbe8af088e8,hristopher,Palmer,354-59-0622,M,10/18/60,white,,blue,,11/24/15,2015-11409,2500 ROYAL AVE,Anytown,124.406A,USE OF MINOR IN DRUG TRADE (FELC),9829,TYLER,SAMMONS,20-01230,11/24/15,12/3/15, ,Anytown Police Dept.,Taken into custody,Firearm,1,59304,F,Felony C,8324,MICHAEL,LOCKWOOD,4414,ABE,MCADAMS,95181,sentenced,,2,54,83344
1230,1230,8d2ba748-aeb9-4002-ac81-28081b4316b7,Samantha,Nelson,285-44-1435,F,1/25/91,pacisland,nonhispanic,brown,,8/1/16,2016-86685,2151 ROYAL AVE,Anytown,124.401B,POSSESSION ON CERTAIN PROPERTY-PENALTY ENHANCED,1148,CHAD,CARLSON,20-01231,8/3/16,8/6/16, ,Any County Sheriff,On-View,,0,16293,O,Other,9243,MARK,BATCHELLER,7173,DOHRMANN,ARCENAS,41055,sentenced,,,40,58972
1231,1231,4813225f-77a2-4a65-a377-d5405e8c0c14,Adam,Robinson,599-44-0594,M,6/23/70,,nonhispanic,brown,,5/7/14,2014-80274,6540 MAIN DR & E BROADWAY,Anytown,,LEAVING PARKING RAMP W/O PAYING (IC ORDINANCE),2291,DOUGLAS,QUILES,20-01232,5/7/14,5/14/14, ,Any County Sheriff,Taken into custody,,0,93768,M,Simple Misdemeanor,8488,CODY,BARNEY,7149,JASON,MOSES,86969,sentenced,10,,52,92044
1232,1232,2b1d97ed-d73e-432a-a77a-de19cb9cf2e2,Anita,Carson,712-89-0260,F,8/8/88,white,,brown,,11/24/13,2013-74540,2151 ROYAL AVE,Anytown,"713.1, 713.5","Burg 2nd Deg -- Person Pres, No Weapon or Inj",2721,ERIK,WERNER,20-01233,11/26/13,12/4/13, ,Any County Sheriff,On-View,,1,98297,F,Felony C,9973,DEAN,STEVA,2786,JUAN,BERG,62218,sentenced,,5,36,67138
1233,1233,3ec0aaa5-abca-4732-b667-7669ad5d9572,Jason,George,699-30-9696,M,1/13/71,white,,brown,,8/16/14,2014-96119,3803 MAIN DR & PARKING,Anytown,321J.2,OWI -- 2nd Off (BAC .10),7298,TURNER,HARKRIDER,20-01234,8/19/14,8/22/14, ,Any County Sheriff,On-View,Knife,1,68860,O,Unknown,5505,KEVIN,HARDING,8292,LIBBY,LANSGARD,73706,sentenced,,,58,36131
1234,1234,9b92bc99-f144-46a5-adb1-cb8c8ac9c1c8,Robert,Allen,638-92-2099,M,6/14/68,white,nonhispanic,brown,,7/13/14,2014-20561,2500 ROYAL AVE,Anytown,715A.2,FORGERY,7826,ERIC,JACOBS,20-01235,7/13/14,7/22/14, ,Any County Sheriff,Summoned-Cited,Rifle,0,80449,O,Unknown,7560,CORY,MURPHY,2012,CHRIS,2,91114,sentenced,,,55,20283
1235,1235,6aaab8d2-9e17-4e8c-952c-1457af2985cf,Antonio,Reyes,143-34-0766,M,9/21/76,white,,brown,,5/16/16,2016-16266,6501 BRIDGE RD,Anytown,"124.401(1)(c )(6), 1",Proh Acts -- Conspr Int Manf/Del Meth < 5 g,4694,JERRY,WOLF,20-01236,5/18/16,5/25/16, ,Anytown Police Dept.,On-View,,0,49619,F,Felony C,7028,MARK,SMITH,9682,BRADLEY,MURPHY,24987,sentenced,,5,44,13161
1236,1236,ac4c96e6-f65d-4ff6-8e3f-d77a0a802caa,David,Mcmillan,121-98-9199,M,11/12/94,white,nonhispanic,blue,1,8/11/13,2013-65331,6401 COPPS AVE,Anytown,"716.1, 716.6",Crim Misch 5th Deg -- < $200,2380,CARLOS,CAROLAN,20-01237,8/12/13,8/13/13, ,Anytown Police Dept.,Summoned-Cited,,1,18018,M,Simple Misdemeanor,2120,BRENT,RARICK,6181,MIKE,QUILES,67420,sentenced,10,,17,98463
1237,1237,cf8df984-5653-4d01-a3e3-de2141753eb7,Olivia,Dunn,,F,3/3/77,white,nonhispanic,brown,,10/16/13,2013-32079,5104 WALLACE AVE,Anytown,124.401(1)(a),Proh Acts -- Consp Manf/Poss/Del False Meth > 5 kg,3146,ALIRIO,MITTVALSKY,20-01238,10/16/13,10/23/13, ,Any County Sheriff,On-View,,1,33507,F,Felony B,4961,JESSE,MCADAMS,1045,JUAN,ZACHARIAS,71686,sentenced,,10,36,62063
1238,1238,89c8e692-c608-4a06-8651-78a60aab7525,April,Wong,,F,1/16/95,white,nonhispanic,brown,,10/25/15,2015-88623,5430 MAIN DR,Anytown,"709.1, 709.11",Asslt w/ Intent to Sex Abuse -- Ser. Injury,4225,SCOTT,REINHARD,20-01239,10/25/15,11/3/15, ,Any County Sheriff,On-View,,1,43740,F,Felony C,2310,ABE,ERICKSON,6895,DORAN,BELAY,36324,sentenced,,2,50,58754
1239,1239,b1f15ff3-566e-4694-bea4-462ea9de4bce,Matthew,Garcia,,M,9/17/50,,,brown,,9/2/16,2016-14244,3825 MAIN DR,Anytown,717B.3(1),Animal neglect,6953,TODD,REGENWETHER,20-01240,9/2/16,9/11/16, ,Any County Sheriff,On-View,,0,50211,O,Unknown,1675,MITCH,AKERS,7622,COLIN,JELINEK,36517,,,,25,57559
1240,1240,3d945c8f-285c-4aa5-8b75-d65e36b6d071,Don,Henderson,636-12-0623,M,5/15/80,white,nonhispanic,blue,0,3/6/14,2014-64113,2151 ROYAL AVE,Anytown,715A.8(3)-A,IDENTITY THEFT (FELD),1918,TYLER,TYRRELL,20-01241,3/7/14,3/14/14, ,Anytown Police Dept.,Taken into custody,Rifle,1,32039,F,Felony D,7995,CHRIS,ROTH,8873,ROBERT,CLARK,15135,sentenced,,5,54,53992
1241,1241,3ec0aaa5-abca-4732-b667-7669ad5d9572,Jason,George,699-30-9696,M,1/13/71,white,nonhispanic,brown,,3/20/13,2013-93405,2151 ROYAL AVE,Anytown,,FIREWORKS IC ORDINANCE,1026,JACKIE,WALLACE,20-01242,3/23/13,3/31/13, ,Any County Sheriff,Summoned-Cited,Knife,0,73725,M,Simple Misdemeanor,5034,BRAD,CASH,4269,LIBBY,HERRIG,73545,sentenced,10,,22,51360
1242,1242,4e9b0f1f-1f0a-4346-adaa-8d9475431e1c,Kimberly,Lopez,419-41-5797,F,9/22/85,white,nonhispanic,grey,,8/18/16,2016-26012,705 NICHOLS RD,Anytown,719.1(A)-2,INTERFERING W/OFFICIAL ACTS (SMMS),8897,NILES,CASSELL,20-01243,8/18/16,8/18/16, ,Anytown Police Dept.,On-View,Handgun,1,98541,M,Simple Misdemeanor,2853,CHRIS,FRANK,8196,JOE,VALE,48305,sentenced,10,,61,20155
1243,1243,a572446a-effa-49cf-907f-cd8483b05b65,Shannon,West,766-33-0770,F,10/18/73,white,nonhispanic,brown,,10/24/14,2014-70034,626 FEMRITE DR,Anytown,321.279(1),ELUDING (SRMS),4272,LAURA,GRIMM,20-01244,10/26/14,11/1/14, ,Any County Sheriff,Taken into custody,Knife,0,91093,M,Serious Misdemeanor,8602,ERIC,FINK,2402,MELEAH,CLARK,59184,sentenced,360,1,62,40435
1244,1244,6aaab8d2-9e17-4e8c-952c-1457af2985cf,Antonio,Reyes,143-34-0766,M,9/21/76,white,nonhispanic,brown,,8/7/16,2016-82583,105 BROADWAY ,Anytown,715A.6(2)-A,"UNAUTH. USE OF CREDIT CARD > $10,000 (FELC)",1052,TRAVIS,GIST,20-01245,8/9/16,8/17/16, ,Anytown Police Dept.,On-View,,1,58863,F,Felony C,7299,LUTHER,BROCKLIN,7008,RYAN,ANDERSON,84739,sentenced,,2,36,93869
1245,1245,4745b767-4ab6-41e2-8636-03f25d769235,William,Black,190-07-6051,M,2/25/62,white,,blue,,12/16/16,2016-55251,6412 GATE RD,Anytown,321.561,Drive While Barred,7129,RYAN,HOAGLAND,20-01246,12/16/16,12/21/16, ,Any County Sheriff,Taken into custody,,1,20023,O,Unknown,3556,REBECCA,SOUER,8693,JEFF,DIERSEN,61477,,,,66,12188
1246,1246,486cedd4-a26a-4a28-be6a-b5544a71683a,Michael,Russell,785-04-2711,M,12/7/51,,nonhispanic,brown,,12/12/13,2013-83935,100 BROADWAY ,Anytown,"708.1, 708.2(4)",Assault -- General,4080,ABE,ROEHLER,20-01247,12/15/13,12/22/13, ,Any County Sheriff,Summoned-Cited,Knife,1,19321,F,Felony D,6631,JUAN,RICH,9140,PAUL,VRIEZELAAR,74222,sentenced,,5,31,97625
1247,1247,5a5b4f40-e8d4-4d24-88c0-4d9fbc85518a,Tanner,Howard,751-97-6745,M,5/18/87,white,nonhispanic,brown,,10/28/15,2015-17166,6000 MAIN DR,Anytown,703.3(2),ACCESSORY TO MISDEMEANOR (SMMS),1293,BRANDON,SANTIAGO,20-01248,10/28/15,11/2/15, ,Any County Sheriff,Taken into custody,Handgun,1,45314,M,Simple Misdemeanor,3758,SCOTT,HAYES,5854,ALEX,REULE,30371,sentenced,10,,45,31966
1248,1248,0b8e556a-7d7c-4702-ac18-7cd7c4bb65a0,Samantha,Herrera,416-96-8841,F,3/21/63,white,,brown,,2/26/13,2013-70995,2151 ROYAL AVE,Anytown,155A.21,UNLAWFUL POSSESSION OF PRESCRIPTION DRUG (SRMS),2847,JESSE,SEYMOUR,20-01249,2/28/13,3/9/13,Sneak and peek warrant,Any County Sheriff,Summoned-Cited,,1,67354,M,Serious Misdemeanor,9371,SHAWN,JENNINGS,9207,BRAD,STRICKER,42713,cleared,360,1,51,62487
1249,1249,b4ca4ad5-caf4-43ee-9781-23fcdb322fe5,Michael,Murray,212-03-4416,M,10/8/87,white,nonhispanic,brown,,1/14/15,2015-90644,4400 MAIN DR,Anytown,123.59-A,BOOTLEGGING BY PERSON UNDER LEGAL AGE (SMMS),5858,DEREK,ALKE,20-01250,1/14/15,1/23/15, ,Any County Sheriff,Taken into custody,,0,84355,M,Simple Misdemeanor,1515,BRIAN,DOC,4913,D.J.,CASH,71957,sentenced,10,,62,22690
1250,1250,85286618-799c-49f4-9c8d-2f7f3aeb786a,Richard,Cruz,442-08-7541,M,5/12/81,other,hispanic,grey,,9/25/14,2014-94702,6312 WINNEQUAH RD,Anytown,726.6(4),CHILD ENDANGERMENT/DEATH (FELB),6889,TIMOTHY,BROCKLIN,20-01251,9/28/14,9/29/14, ,Any County Sheriff,Taken into custody,,1,70487,F,Felony B,1775,TODD,BOSARD,3151,DANIEL,SMITHEY,10871,sentenced,,25,49,84722
1251,1251,6aef00b9-49fc-4ea3-92a5-a5f05554eee9,Kim,Gonzalez,075-21-0297,F,2/8/77,white,nonhispanic,brown,,8/7/16,2016-27112,2500 ROYAL AVE,Anytown,123.91,Public Intoxication (2nd),1182,MICHAEL,JAY,20-01252,8/8/16,8/11/16, ,Anytown Police Dept.,On-View,,0,97754,M,Serious Misdemeanor,2810,JEREMY,BATCHELLER,2139,CHAD,BLOEM,41491,sentenced,60,,22,47953
1252,1252,8e777219-3a5c-416e-8801-8ede9fb007a6,Andrew,Young Brown,021-06-1725,M,8/17/96,white,hispanic,brown,,1/20/15,2015-53832,2151 ROYAL AVE,Anytown,908.1,PAROLE REVOCATION,7178,THOMAS,SEYMOUR,20-01253,1/22/15,1/22/15, ,Any County Sheriff,Taken into custody,,0,97747,O,Unknown,5169,DOUGLAS,POP,2986,CHAD,FOWLER,80065,sentenced,,,18,51739
1253,1253,13a46bec-a2eb-49e1-b693-da6598173a75,Mandy,Woods,229-65-6856,F,12/20/72,white,,blue,,10/16/15,2015-14368,6401 MAIN DR,Anytown,481A.93,HUNTING BY ARTIFICIAL LIGHTS -,3956,BRAD,REINHARD,20-01254,10/19/15,10/25/15, ,Anytown Police Dept.,Summoned-Cited,Firearm,0,74633,O,Scheduled Violation,6428,ERIC,STRICKER,9129,LAURA,ROEHLER,10942,sentenced,,,38,15068
1254,1254,a125db71-4299-4c02-9133-316c6b135108,Anna,Patton,,F,1/3/53,,nonhispanic,green,1,9/27/15,2015-53745,4400 MAIN DR,Anytown,713.7,Burglary tools posessed,7785,HANNA,RICHMOND,20-01255,9/28/15,9/29/15, ,Any County Sheriff,Taken into custody,,0,31289,O,Unknown,4324,JOSH,ATALIG,1291,J.T.,SAMMONS,82346,sentenced,,,38,36246
1255,1255,4dd56c75-455c-477f-875c-30a52793ae98,Victoria,Rodriguez,807-69-8947,F,12/25/86,white,nonhispanic,brown,,4/21/13,2013-46628,2151 ROYAL AVE,Anytown,706B.2(1)(b),Money Laundering -- Make Prop Avail,1499,MITCH,SWARTZENDRUBER,20-01256,4/23/13,4/24/13, ,Anytown Police Dept.,Summoned-Cited,,0,27464,F,Felony C,6042,RYAN,HARTMAN,6925,DEBORAH,DARJANIA,97531,sentenced,,5,26,43685
1256,1256,b1f15ff3-566e-4694-bea4-462ea9de4bce,Matthew,Garcia,,M,9/17/50,,nonhispanic,brown,1,3/8/16,2016-34523,2151 ROYAL AVE,Anytown,,NOT PUBLIC-SEE RECORDS,9015,AARON,MOSES,20-01257,3/8/16,3/16/16, ,Anytown Police Dept.,Summoned-Cited,,0,57366,O,Unknown,4809,ROBERT,MURPHY,7557,PAUL,HAYES,57228,sentenced,,,40,55483
1257,1257,523e6174-2a49-4fdb-9ecc-be9d85dfc815,Daniel,Pugh,034-88-8059,M,10/12/50,white,,brown,1,9/22/13,2013-25750,5201 SHORE ACRES RD,Anytown,123.91,Public Intoxication (3rd),3565,BRIAN,WOLF,20-01258,9/24/13,9/30/13, ,Anytown Police Dept.,On-View,,1,34510,M,Serious Misdemeanor,3529,JEREME,RICH,1957,MIKE,TYRRELL,31747,sentenced,360,1,49,58920
1258,1258,32bc59d0-cbb7-4c27-a90d-c1eb0d334c95,Laurie,Lewis,009-31-1123,F,10/8/73,,nonhispanic,brown,,11/15/14,2014-41066,2101 BROADWAY ,Anytown,"714.1(10), 714.2(4)",Theft 4th Deg -- Other Means > $200 < $500,7320,JEFFREY,ALEXANDER,20-01259,11/16/14,11/25/14, ,Anytown Police Dept.,Taken into custody,,1,40387,M,Serious Misdemeanor,9748,176,BARNEY,9295,MIKE,CASH,38481,sentenced,90,,41,55189
1259,1259,692b4ddd-74b4-476d-9940-c7f19ca6b2e5,Lori,Miller,035-68-3884,F,4/1/58,white,,brown,,7/25/16,2016-16012,2151 ROYAL AVE,Anytown,706B.2(1)(d),MONEY LAUNDER-ORGANIZING TRANS W/PROCEEDS OF ACTIV,6041,RYAN,RICH,20-01260,7/28/16,8/5/16, ,Anytown Police Dept.,Summoned-Cited,,1,43137,F,Felony D,1851,JEFF,BENDER,8798,ALIRIO,KUNKEL,18646,sentenced,,4,35,37922
1260,1260,176c23a9-7db5-415e-bf85-0212c9eda59d,Meghan,Smith,,F,5/9/96,black,,grey,,10/15/15,2015-51536,200 ACACIA LN,Anytown,706B.2(1)(a),MONEY LAUNDERING-TRANS OF PROCEEDS FROM ILLEGAL AC,7530,SHANE,ANDERSON,20-01261,10/15/15,10/20/15, ,Any County Sheriff,Summoned-Cited,,0,92828,F,Felony C,5560,RYAN,BATCHELLER,1421,TRAVIS,HANSEN,83156,sentenced,,10,62,89486
1261,1261,4f304f4a-a022-4903-a34b-e67901076b54,Joel,Perkins,215-42-4214,M,2/3/84,white,,brown,,1/31/13,2013-62391,2151 ROYAL AVE,Anytown,709.4(2)(C)(4),SEXUAL ABUSE 3RD DEGREE-DEFT UNDER 20,1414,MITCH,SCHNACKEL,20-01262,2/1/13,2/5/13, ,Any County Sheriff,Summoned-Cited,Knife,1,38534,F,Felony C,2292,KEVIN,HOLLWAY,4028,SARAH,ERICKSON,25914,sentenced,,2,37,16958
1262,1262,8279edbe-ef1f-4af2-a55b-ca2675f1b36c,Jennifer,Williams,703-50-5305,,5/3/67,,nonhispanic,brown,,1/28/14,2014-49661,4400 MAIN DR,Anytown,724.4B,CARRYING WEAPONS ON SCHOOL GROUNDS (FELD),3508,KYLE,HERRIG,20-01263,1/28/14,1/30/14, ,Any County Sheriff,Taken into custody,,1,84332,F,Felony D,6018,DANIEL,JENNINGS,4581,GREG,WERLING,36055,sentenced,,4,59,22795
1263,1263,02558a66-b3bc-4b09-96b2-c1fdfc017f64,Olivia,Lee,801-94-9546,F,3/12/88,white,,brown,1,7/21/13,2013-15565,2101 BROADWAY ,Anytown,321J.21,DUS -- 321J,8033,MICHAEL,POP,20-01264,7/24/13,8/1/13, ,Anytown Police Dept.,Summoned-Cited,Firearm,1,15572,M,Serious Misdemeanor,3708,WILLIAM,SEYMOUR,6536,JEFFREY,GIESE,20770,sentenced,360,1,57,82891
1264,1264,6aaab8d2-9e17-4e8c-952c-1457af2985cf,Antonio,Reyes,143-34-0766,M,9/21/76,white,nonhispanic,brown,,7/8/16,2016-79906,2151 ROYAL AVE,Anytown,713.4-2,ATTEMPT BURGLARY 1ST DEGREE - 1983 (FELC),3823,VIRGINIA,MATHER,20-01265,7/8/16,7/8/16, ,Anytown Police Dept.,On-View,Rifle,1,92523,F,Felony C,7638,MIKE,SCHMERBACH,3040,BRIAN,BROLL,11368,sentenced,,5,21,61856
1265,1265,85286618-799c-49f4-9c8d-2f7f3aeb786a,Richard,Cruz,,M,5/12/81,,hispanic,grey,,10/4/13,2013-73668,2151 ROYAL AVE,Anytown,"713.1, 713.5","Burg 2nd Deg -- Person Pres, No Weapon or Inj",8234,RICHARD,BLOEM,20-01266,10/5/13,10/10/13, ,Any County Sheriff,On-View,Firearm,1,57393,F,Felony C,9035,DARIN,SANTIAGO,2604,MATTHEW,SCHMERBACH,26627,sentenced,,5,39,46443
1266,1266,85286618-799c-49f4-9c8d-2f7f3aeb786a,Richard,Cruz,,M,5/12/81,other,,grey,,4/11/16,2016-40835,4400 MAIN DR,Anytown,714.2(2),THEFT 2ND DEGREE - 1978 (FELD),8568,ELI,CASH,20-01267,4/14/16,4/22/16, ,Anytown Police Dept.,On-View,,0,99194,F,Felony D,2985,JOSH,SANTIAGO,4017,MIKE,JACOBSEN,45367,cleared,,1,20,46072
1267,1267,f4508577-1959-407a-b6f3-c358459c16fe,Louis,Castro,,M,5/5/77,asian,,brown,,9/25/16,2016-60429,6406 GATE RD,Anytown,155A.21,Prescrip Drug -- Possess w/o Prescription,3254,MARTY,GARMOE,20-01268,9/27/16,10/5/16, ,Any County Sheriff,Taken into custody,,1,52462,O,Unknown,8855,CARLOS,BROLL,2699,REBECCA,ALKE,59950,sentenced,,,48,43387
1268,1268,486cedd4-a26a-4a28-be6a-b5544a71683a,Michael,Russell,785-04-2711,M,12/7/51,,,brown,,8/24/14,2014-29887,MAIN DR & OWEN RD,Anytown,724.16A (FELC),TRAFFICKING IN STOLEN WEAPONS (FELC),2761,DON,SANTIAGO,20-01269,8/27/14,9/4/14, ,Anytown Police Dept.,Taken into custody,,0,34162,F,Felony C,6183,ROB,MITTVALSKY,6166,ROBERT,CHENEY,53482,,,5,56,36873
1269,1269,e3d470c2-0add-413a-baec-19a4a7b20daa,Hal,Berg,,,10/2/83,black,hispanic,brown,,6/4/16,2016-34182,5805 MAIN DR,Anytown,"713.1, 713.6A(2)","Burg 3rd Deg -- Vehicle, 1st Off",5541,DARIN,LANSGARD,20-01270,6/4/16,6/5/16, ,Any County Sheriff,On-View,Knife,1,72991,M,Aggravated Misdemeanor,2837,MICHAEL,FRANK,2239,STEVE,MCKENNA,15269,sentenced,720,2,23,66855
1270,1270,003328fe-78da-4114-a910-085e800f2072,Charles,Evans,351-39-6414,M,6/19/57,black,,brown,,11/10/14,2014-53224,1312 NISHISHIN ,Anytown,718.6,False Report to Law Enforcement,9581,DARIN,DARJANIA,20-01271,11/12/14,11/18/14, ,Anytown Police Dept.,Taken into custody,,0,78382,M,Simple Misdemeanor,1379,DEAN,HERRIG,6824,R.A.,FUCHS,57379,sentenced,10,,63,58541
1271,1271,c69d4511-d34c-46ad-b8a0-4b7d372eaf17,Michael,Hernandez,,F,5/28/89,other,hispanic,brown,,7/15/15,2015-37574,3909 MAIN DR,Anytown,124.401(5),"Proh Acts -- Possess Con Sub, 2nd Off (Marij Only)",8830,SHAWN,BROCKLIN,20-01272,7/15/15,7/22/15, ,Any County Sheriff,On-View,,1,54934,M,Aggravated Misdemeanor,8993,ADAM,UNGARO,8094,BRAD,STUCKEY,66648,sentenced,360,1,24,22340
1272,1272,32bc59d0-cbb7-4c27-a90d-c1eb0d334c95,Laury,Lewis,009-31-1123,F,10/8/73,pacisland,,brown,,12/10/14,2014-49616,6401 COPPS AVE,Anytown,708.3A,Assault on a Peace Officer,9862,SHAWN,CLARAHAN,20-01273,12/11/14,12/13/14, ,Any County Sheriff,Taken into custody,,0,83825,M,Aggravated Misdemeanor,1275,BRANDON,VANECK,1386,MERCER,WATTS,31033,sentenced,360,1,62,16183
1273,1273,786e4a67-53dc-4505-99c8-b37b4074382c,Jacob,Rodriguez,,M,4/8/57,white,nonhispanic,brown,,5/13/13,2013-94225,2151 ROYAL AVE,Anytown,321.561,D.W.L.B.,1972,ABE,SCHAAPVELD,20-01274,5/15/13,5/15/13, ,Any County Sheriff,On-View,Knife,0,64619,M,Aggravated Misdemeanor,5784,BRAD,CASH,9225,BRAD,MOSES,51526,sentenced,360,1,30,46278
1274,1274,268d31c4-12d5-424e-a9d5-e417700000a3,John,Lane,067-72-7919,M,7/9/97,white,nonhispanic,brown,1,4/6/14,2014-78533,2151 ROYAL AVE,Anytown,124.401B,POSSESSION ON CERTAIN PROPERTY-PENALTY ENHANCED,8592,DENNIS,REINHARD,20-01275,4/9/14,4/10/14, ,Any County Sheriff,On-View,,0,25065,O,Other,5181,ERIC,MCADAMS,1795,HANNA,BERNHARD,56285,sentenced,,,17,30368
1275,1275,6aaab8d2-9e17-4e8c-952c-1457af2985cf,Antonio,Reyes,143-34-0766,M,9/21/76,white,nonhispanic,brown,,4/3/13,2013-48234,2151 ROYAL AVE,Anytown,"708.1, 708.2(2)",Asslt Causing Bod Inj or Ment Illness -- No Intent,7952,LUCAS,TYRRELL,20-01276,4/6/13,4/8/13, ,Any County Sheriff,On-View,,0,89950,O,Unknown,6352,LUKE,MELLECKER,8723,MITCH,MCADAMS,86128,sentenced,,,53,51710
1276,1276,9ead6dd2-aa41-49a5-97a3-b77187ec7554,Carol,Hoover,,F,10/14/76,white,nonhispanic,blue,,7/5/13,2013-44644,6540 MAIN DR & E BROADWAY,Anytown,724.16A (FELC),TRAFFICKING IN STOLEN WEAPONS (FELC),5543,TURNER,HERRIG,20-01277,7/5/13,7/13/13,Warrant of delivery,Anytown Police Dept.,Taken into custody,Firearm,1,94194,F,Felony C,6375,AUSTIN,PASSMORE,6841,BRADLEY,WENDEL,89696,sentenced,,5,48,74598
1277,1277,023a4c69-507d-46a1-833e-ffbe8af088e8,Kit,Palmer,,M,10/18/60,white,hispanic,blue,,2/22/13,2013-42685,1312 NISHISHIN TRL,Anytown,,,2628,ROB,LAKOSE,20-01278,2/23/13,3/3/13, ,Any County Sheriff,On-View,,1,59087,O,Scheduled Violation,6153,ALIRIO,CLARK,6509,AARON,SCHMIDT,32865,sentenced,,,52,97231
